Country,Year,Disease_Name,Avg_Mortality,Mortality_Rank
India,2009,Influenza,5.2274193548387107,3
India,2009,Malaria,5.1949137931034475,4
India,2009,Leprosy,5.1833673469387795,5
Indonesia,2017,Parkinson's Disease,5.9518518518518526,1
Indonesia,2017,Influenza,5.2822641509433952,2
Indonesia,2017,Malaria,5.1714,3
Indonesia,2017,COVID-19,5.1685858585858586,4
Indonesia,2017,Alzheimer's Disease,5.1235555555555559,5
China,2021,Tuberculosis,5.5525581395348853,1
China,2021,Diabetes,5.3668518518518535,2
China,2021,Parkinson's Disease,5.3513636363636365,3
China,2021,Asthma,5.3415517241379309,4
China,2021,Zika,5.3132222222222225,5
Mexico,2022,Hypertension,5.7645783132530113,1
Mexico,2022,COVID-19,5.5689534883720926,2
Mexico,2022,Dengue,5.4152173913043455,3
Mexico,2022,Hepatitis,5.4023008849557534,4
Mexico,2022,HIV/AIDS,5.2557291666666686,5
France,2000,Alzheimer's Disease,5.4897169811320747,1
France,2000,Cancer,5.3374509803921573,2
France,2000,Diabetes,5.3213953488372088,3
France,2000,Polio,5.2741228070175419,4
France,2000,Measles,5.197499999999998,5
South Africa,2020,Hepatitis,5.5434782608695654,1
South Africa,2020,Asthma,5.4754545454545447,2
South Africa,2020,Leprosy,5.3164948453608236,3
South Africa,2020,Diabetes,5.2472413793103456,4
South Africa,2020,HIV/AIDS,5.2216190476190469,5
Argentina,2000,Dengue,5.7060714285714305,1
Argentina,2000,Parkinson's Disease,5.5974725274725285,2
Argentina,2000,COVID-19,5.477234042553194,3
Argentina,2000,Cholera,5.3264835164835169,4
Argentina,2000,HIV/AIDS,5.1750892857142858,5
Russia,2007,Hypertension,5.5709523809523791,1
Russia,2007,Diabetes,5.5284999999999993,2
Russia,2007,Asthma,5.4799999999999995,3
Russia,2007,Cancer,5.260190476190477,4
Russia,2007,HIV/AIDS,5.2476146788990841,5
UK,2008,COVID-19,5.6058415841584175,1
UK,2008,Cancer,5.5856435643564373,2
UK,2008,Alzheimer's Disease,5.520624999999999,3
UK,2008,Malaria,5.4343396226415113,4
UK,2008,Diabetes,5.363,5
Indonesia,2015,Zika,5.7843636363636364,1
Indonesia,2015,Parkinson's Disease,5.4805,2
Indonesia,2015,Hepatitis,5.4157692307692322,3
Indonesia,2015,Leprosy,5.3962745098039182,4
Indonesia,2015,Measles,5.3331395348837214,5
Nigeria,2022,Asthma,5.4076576576576594,1
Nigeria,2022,Diabetes,5.402903225806452,2
Nigeria,2022,Influenza,5.2796907216494846,3
Nigeria,2022,Hypertension,5.2328421052631562,4
Nigeria,2022,Cancer,5.1807619047619067,5
Italy,2010,Polio,5.5872826086956522,1
Italy,2010,Leprosy,5.5546808510638286,2
Italy,2010,Measles,5.5083018867924523,3
Italy,2010,Hepatitis,5.484158415841585,4
Italy,2010,COVID-19,5.4648571428571415,5
China,2024,Parkinson's Disease,5.6050999999999993,1
China,2024,Tuberculosis,5.487731958762887,2
China,2024,Alzheimer's Disease,5.4635964912280723,3
China,2024,Diabetes,5.3999999999999986,4
China,2024,Hepatitis,5.3690291262135936,5
Italy,2024,HIV/AIDS,5.5749999999999993,1
Italy,2024,Diabetes,5.4202830188679227,2
Italy,2024,Zika,5.2694897959183677,3
Italy,2024,Measles,5.23794642857143,4
Italy,2024,Ebola,5.2139,5
UK,2000,Rabies,5.4883928571428582,1
UK,2000,Ebola,5.4835632183908052,2
UK,2000,Measles,5.4345569620253169,3
UK,2000,Influenza,5.299662921348312,4
UK,2000,Tuberculosis,5.2015094339622649,5
Indonesia,2003,Hepatitis,5.4117307692307692,1
Indonesia,2003,Measles,5.3573636363636368,2
Indonesia,2003,HIV/AIDS,5.2636923076923106,3
Indonesia,2003,Zika,5.1404651162790707,4
Indonesia,2003,Rabies,5.0576237623762363,5
Germany,2005,Malaria,5.5580434782608705,1
Germany,2005,HIV/AIDS,5.4065306122448975,2
Germany,2005,Tuberculosis,5.3219417475728124,3
Germany,2005,Influenza,5.2044117647058821,4
Germany,2005,Leprosy,5.1691596638655426,5
Canada,2011,Malaria,5.4682954545454541,1
Canada,2011,Polio,5.443867924528301,2
Canada,2011,Rabies,5.3674000000000008,3
Canada,2011,Dengue,5.2284000000000006,4
Canada,2011,Alzheimer's Disease,5.2268421052631577,5
Mexico,2014,Alzheimer's Disease,5.654315789473686,1
Mexico,2014,Cholera,5.471228070175437,2
Mexico,2014,Parkinson's Disease,5.45245283018868,3
Mexico,2014,Ebola,5.4186138613861381,4
Mexico,2014,Influenza,5.3344444444444443,5
Brazil,2015,Diabetes,5.8663043478260883,1
Brazil,2015,Hypertension,5.6933333333333351,2
Brazil,2015,Parkinson's Disease,5.4436781609195419,3
Brazil,2015,COVID-19,5.36866666666667,4
Brazil,2015,Influenza,5.3246666666666673,5
UK,2015,Zika,5.3376991150442477,1
UK,2015,Influenza,5.3336363636363631,2
UK,2015,Alzheimer's Disease,5.2520408163265317,3
UK,2015,Malaria,5.2108474576271187,4
UK,2015,Rabies,5.208279569892472,5
USA,2003,Tuberculosis,5.7309243697478971,1
USA,2003,Influenza,5.5226666666666642,2
USA,2003,HIV/AIDS,5.4290566037735815,3
USA,2003,Diabetes,5.3275229357798164,4
USA,2003,Hypertension,5.31794117647059,5
Argentina,2009,Asthma,5.6021052631578927,1
Argentina,2009,Dengue,5.5963461538461505,2
Argentina,2009,Ebola,5.4877678571428561,3
Argentina,2009,Rabies,5.4773267326732675,4
Argentina,2009,Parkinson's Disease,5.2230769230769205,5
Australia,2010,HIV/AIDS,5.7905309734513306,1
Australia,2010,Asthma,5.5457954545454573,2
Australia,2010,Measles,5.5175862068965529,3
Australia,2010,COVID-19,5.4583486238532126,4
Australia,2010,Ebola,5.449639639639642,5
Nigeria,2021,Tuberculosis,5.61060240963855,1
Nigeria,2021,Hepatitis,5.45857142857143,2
Nigeria,2021,Cancer,5.382162162162162,3
Nigeria,2021,Measles,5.3391919191919195,4
Nigeria,2021,Rabies,5.296565656565658,5
UK,2022,HIV/AIDS,5.5185567010309278,1
UK,2022,Polio,5.3868686868686861,2
UK,2022,Leprosy,5.3436585365853659,3
UK,2022,Influenza,5.2667010309278357,4
UK,2022,Cancer,5.216385542168676,5
Germany,2000,Influenza,5.6131111111111105,1
Germany,2000,Dengue,5.4313636363636375,2
Germany,2000,Asthma,5.3551376146789,3
Germany,2000,Zika,5.3519801980198034,4
Germany,2000,Rabies,5.2397752808988773,5
Germany,2003,Alzheimer's Disease,5.4434444444444416,1
Germany,2003,Hypertension,5.3711764705882326,2
Germany,2003,Dengue,5.3461111111111093,3
Germany,2003,Ebola,5.2707792207792208,4
Germany,2003,Malaria,5.1932291666666659,5
USA,2017,Rabies,5.303243243243247,1
USA,2017,Ebola,5.2433644859813082,2
USA,2017,Asthma,5.2369523809523812,3
USA,2017,Cholera,5.2344827586206888,4
USA,2017,Cancer,5.2344230769230764,5
China,2010,Dengue,5.30488888888889,1
China,2010,Leprosy,5.2988679245283006,2
China,2010,COVID-19,5.2799029126213579,3
China,2010,Influenza,5.2746078431372547,4
China,2010,Ebola,5.2721698113207554,5
Australia,2013,Leprosy,5.7981188118811868,1
Australia,2013,Influenza,5.5598837209302339,2
Australia,2013,COVID-19,5.390666666666668,3
Australia,2013,HIV/AIDS,5.3357407407407411,4
Australia,2013,Cancer,5.3228089887640442,5
Saudi Arabia,2013,Parkinson's Disease,5.5121348314606742,1
Saudi Arabia,2013,Polio,5.4691489361702121,2
Saudi Arabia,2013,HIV/AIDS,5.4010309278350519,3
Saudi Arabia,2013,Tuberculosis,5.294526315789474,4
Saudi Arabia,2013,Diabetes,5.2836190476190454,5
Italy,2014,Measles,5.4687368421052618,1
Italy,2014,Diabetes,5.297425742574255,2
Italy,2014,Tuberculosis,5.2960714285714259,3
Italy,2014,Zika,5.245632183908044,4
Italy,2014,Alzheimer's Disease,5.1533333333333333,5
Italy,2020,Tuberculosis,5.8109523809523811,1
Italy,2020,Parkinson's Disease,5.5648275862068948,2
Italy,2020,Influenza,5.3473684210526313,3
Italy,2020,Hypertension,5.3236363636363633,4
Italy,2020,Cholera,5.3189690721649479,5
Canada,2023,COVID-19,5.8040869565217417,1
Canada,2023,Diabetes,5.5631000000000039,2
Canada,2023,Polio,5.5437623762376234,3
Canada,2023,Hypertension,5.3126373626373651,4
Canada,2023,Parkinson's Disease,5.2639772727272724,5
Australia,2000,COVID-19,5.5738541666666688,1
Australia,2000,HIV/AIDS,5.50701923076923,2
Australia,2000,Dengue,5.4339784946236565,3
Australia,2000,Zika,5.36,4
Australia,2000,Hypertension,5.2930769230769235,5
Germany,2001,Dengue,5.6674712643678173,1
Germany,2001,Cancer,5.5536111111111106,2
Germany,2001,Asthma,5.5256701030927848,3
Germany,2001,Zika,5.5175490196078423,4
Germany,2001,Leprosy,5.476799999999999,5
South Africa,2001,Tuberculosis,5.5604901960784279,1
South Africa,2001,Diabetes,5.422129629629632,2
South Africa,2001,Influenza,5.2406306306306316,3
South Africa,2001,Malaria,5.19050847457627,4
South Africa,2001,Hypertension,5.1722340425531907,5
Argentina,2003,Cancer,5.747300000000001,1
Argentina,2003,Leprosy,5.2831521739130425,2
Argentina,2003,Diabetes,5.2088043478260859,3
Argentina,2003,Parkinson's Disease,5.19782608695652,4
Argentina,2003,Measles,5.1637168141592911,5
Mexico,2011,Leprosy,5.6961797752808963,1
Mexico,2011,COVID-19,5.4740594059405927,2
Mexico,2011,Tuberculosis,5.3518085106382971,3
Mexico,2011,Influenza,5.3303738317756979,4
Mexico,2011,Rabies,5.3115217391304332,5
France,2016,Alzheimer's Disease,5.5101041666666708,1
France,2016,COVID-19,5.4956310679611651,2
France,2016,Cholera,5.48906779661017,3
France,2016,Cancer,5.4697222222222228,4
France,2016,Polio,5.3073267326732658,5
France,2017,Parkinson's Disease,5.6180392156862746,1
France,2017,Diabetes,5.4701886792452843,2
France,2017,Zika,5.4209322033898317,3
France,2017,Hepatitis,5.2372727272727282,4
France,2017,Leprosy,5.136382978723403,5
Argentina,2018,Hepatitis,5.7902803738317772,1
Argentina,2018,Tuberculosis,5.6776041666666668,2
Argentina,2018,Polio,5.5846428571428541,3
Argentina,2018,Rabies,5.5554464285714271,4
Argentina,2018,Alzheimer's Disease,5.5348863636363648,5
Canada,2007,Tuberculosis,5.558,1
Canada,2007,Malaria,5.4098876404494378,2
Canada,2007,Cancer,5.2897087378640766,3
Canada,2007,Dengue,5.1783673469387743,4
Canada,2007,COVID-19,5.1318556701030928,5
South Africa,2013,Hepatitis,5.9643956043956043,1
South Africa,2013,Hypertension,5.6325263157894732,2
South Africa,2013,Polio,5.5362626262626264,3
South Africa,2013,Tuberculosis,5.3428421052631592,4
South Africa,2013,Malaria,5.3265116279069753,5
Russia,2024,Cancer,5.8002912621359242,1
Russia,2024,Zika,5.5196000000000005,2
Russia,2024,Asthma,5.4998823529411771,3
Russia,2024,Influenza,5.4816000000000029,4
Russia,2024,Measles,5.2505376344086025,5
Brazil,2001,Leprosy,6.073882352941177,1
Brazil,2001,Parkinson's Disease,5.4497674418604642,2
Brazil,2001,Cancer,5.4254455445544547,3
Brazil,2001,COVID-19,5.386547619047616,4
Brazil,2001,Measles,5.3782291666666664,5
Argentina,2011,Ebola,5.5335106382978756,1
Argentina,2011,Asthma,5.3817977528089882,2
Argentina,2011,Polio,5.2234090909090911,3
Argentina,2011,Diabetes,5.1954385964912264,4
Argentina,2011,Alzheimer's Disease,5.1893749999999992,5
South Africa,2014,Ebola,5.3690425531914894,1
South Africa,2014,Asthma,5.3537999999999979,2
South Africa,2014,Hepatitis,5.3040404040404026,3
South Africa,2014,Parkinson's Disease,5.2662195121951223,4
South Africa,2014,Dengue,5.176634615384617,5
South Korea,2014,COVID-19,5.728021978021979,1
South Korea,2014,Cholera,5.4405,2
South Korea,2014,Hepatitis,5.3186813186813175,3
South Korea,2014,Alzheimer's Disease,5.2141111111111114,4
South Korea,2014,Diabetes,5.2125531914893592,5
Saudi Arabia,2022,Influenza,5.4645762711864414,1
Saudi Arabia,2022,Alzheimer's Disease,5.4017,2
Saudi Arabia,2022,Diabetes,5.3203773584905649,3
Saudi Arabia,2022,Polio,5.28010989010989,4
Saudi Arabia,2022,Leprosy,5.2756250000000016,5
UK,2023,Leprosy,5.8712727272727276,1
UK,2023,Malaria,5.5924271844660209,2
UK,2023,Cancer,5.3741880341880339,3
UK,2023,Hypertension,5.298333333333332,4
UK,2023,Rabies,5.2138834951456312,5
Australia,2024,Cholera,5.7886507936507936,1
Australia,2024,Hepatitis,5.4539495798319306,2
Australia,2024,Rabies,5.3306481481481471,3
Australia,2024,Diabetes,5.293829787234043,4
Australia,2024,Ebola,5.2264220183486225,5
Turkey,2011,Cancer,5.7840833333333324,1
Turkey,2011,Influenza,5.5394999999999994,2
Turkey,2011,Diabetes,5.3226804123711338,3
Turkey,2011,COVID-19,5.267816091954022,4
Turkey,2011,Dengue,5.2203333333333317,5
Nigeria,2015,Hypertension,5.5391000000000012,1
Nigeria,2015,COVID-19,5.4609278350515469,2
Nigeria,2015,Cholera,5.4454545454545453,3
Nigeria,2015,Asthma,5.4089622641509409,4
Nigeria,2015,Diabetes,5.3572916666666686,5
Mexico,2017,Parkinson's Disease,5.6859595959595959,1
Mexico,2017,Zika,5.5837000000000021,2
Mexico,2017,HIV/AIDS,5.5772549019607842,3
Mexico,2017,Cholera,5.3759302325581375,4
Mexico,2017,Polio,5.31981818181818,5
Turkey,2021,HIV/AIDS,5.40050847457627,1
Turkey,2021,Leprosy,5.3501941747572808,2
Turkey,2021,Tuberculosis,5.3208264462809929,3
Turkey,2021,Alzheimer's Disease,5.22289156626506,4
Turkey,2021,Cancer,5.16433962264151,5
China,2004,Hypertension,5.6377173913043466,1
China,2004,Zika,5.494065934065933,2
China,2004,HIV/AIDS,5.3749484536082477,3
China,2004,Hepatitis,5.1925925925925949,4
China,2004,Diabetes,5.1551960784313753,5
Indonesia,2006,Leprosy,5.7331481481481488,1
Indonesia,2006,Cancer,5.6073786407767008,2
Indonesia,2006,Parkinson's Disease,5.4436538461538468,3
Indonesia,2006,Ebola,5.368913043478261,4
Indonesia,2006,HIV/AIDS,5.3131304347826092,5
China,2009,Asthma,5.542912621359223,1
China,2009,HIV/AIDS,5.4608080808080812,2
China,2009,Parkinson's Disease,5.3574107142857148,3
China,2009,Measles,5.2879120879120887,4
China,2009,Alzheimer's Disease,5.27,5
Australia,2022,Zika,5.47875,1
Australia,2022,Cancer,5.3283486238532092,2
Australia,2022,Cholera,5.2793749999999982,3
Australia,2022,Asthma,5.1231818181818154,4
Australia,2022,Diabetes,5.1153125000000017,5
South Africa,2000,Cholera,5.8347524752475266,1
South Africa,2000,Hepatitis,5.5658715596330266,2
South Africa,2000,Ebola,5.3671276595744679,3
South Africa,2000,Polio,5.3132038834951461,4
South Africa,2000,COVID-19,5.3042222222222222,5
Russia,2005,Tuberculosis,5.7386915887850485,1
Russia,2005,Hypertension,5.4157264957264939,2
Russia,2005,Cancer,5.239223300970874,3
Russia,2005,COVID-19,5.2183193277310922,4
Russia,2005,Malaria,5.2012048192771125,5
Germany,2008,Rabies,5.3030851063829783,1
Germany,2008,Malaria,5.27137254901961,2
Germany,2008,Influenza,5.2172727272727286,3
Germany,2008,Polio,5.1942391304347808,4
Germany,2008,Cholera,5.175319148936171,5
Italy,2012,Leprosy,5.6761538461538468,1
Italy,2012,Alzheimer's Disease,5.6715238095238112,2
Italy,2012,Parkinson's Disease,5.5138297872340409,3
Italy,2012,Hepatitis,5.4288888888888858,4
Italy,2012,Hypertension,5.3474358974358953,5
Mexico,2012,Diabetes,5.6286274509803933,1
Mexico,2012,Alzheimer's Disease,5.5498780487804851,2
Mexico,2012,HIV/AIDS,5.4653153153153164,3
Mexico,2012,Malaria,5.3717171717171714,4
Mexico,2012,Cancer,5.3676086956521756,5
Turkey,2012,Parkinson's Disease,5.420337078651686,1
Turkey,2012,Hepatitis,5.4187804878048782,2
Turkey,2012,Diabetes,5.3889690721649481,3
Turkey,2012,Influenza,5.304563106796115,4
Turkey,2012,Ebola,5.2982524271844653,5
USA,2012,HIV/AIDS,5.4686315789473676,1
USA,2012,Leprosy,5.3401834862385327,2
USA,2012,Cancer,5.3271171171171137,3
USA,2012,Polio,5.2245977011494276,4
USA,2012,Influenza,5.1780722891566269,5
Canada,2003,Rabies,5.537093023255812,1
Canada,2003,Polio,5.4571052631578914,2
Canada,2003,Hypertension,5.4193478260869545,3
Canada,2003,Ebola,5.3869072164948451,4
Canada,2003,Cancer,5.3484403669724783,5
South Africa,2005,COVID-19,5.5160576923076938,1
South Africa,2005,Rabies,5.4523157894736851,2
South Africa,2005,Tuberculosis,5.3967021276595757,3
South Africa,2005,Ebola,5.3532727272727261,4
South Africa,2005,Influenza,5.2089898989898957,5
Turkey,2015,Parkinson's Disease,5.7172,1
Turkey,2015,COVID-19,5.5712612612612578,2
Turkey,2015,Diabetes,5.4427551020408167,3
Turkey,2015,Tuberculosis,5.4004395604395619,4
Turkey,2015,Hypertension,5.3634210526315771,5
Italy,2002,Rabies,5.8216666666666672,1
Italy,2002,Parkinson's Disease,5.6209708737864084,2
Italy,2002,Measles,5.5728971962616836,3
Italy,2002,Polio,5.2987155963302746,4
Italy,2002,Hypertension,5.2377064220183467,5
South Korea,2005,COVID-19,5.8652688172043037,1
South Korea,2005,HIV/AIDS,5.5753333333333339,2
South Korea,2005,Leprosy,5.37030612244898,3
South Korea,2005,Malaria,5.3220183486238533,4
South Korea,2005,Rabies,5.2910416666666666,5
South Korea,2015,Polio,5.4744554455445549,1
South Korea,2015,Influenza,5.3726999999999983,2
South Korea,2015,Cholera,5.31888888888889,3
South Korea,2015,Leprosy,5.2367961165048555,4
South Korea,2015,COVID-19,5.181680672268909,5
France,2022,Polio,5.5688461538461524,1
France,2022,Tuberculosis,5.4432456140350887,2
France,2022,Measles,5.4283695652173893,3
France,2022,Ebola,5.4173214285714311,4
France,2022,Hypertension,5.3481818181818159,5
Canada,2013,Asthma,5.6187155963302748,1
Canada,2013,Polio,5.5120000000000031,2
Canada,2013,Ebola,5.499019607843139,3
Canada,2013,Diabetes,5.4696039603960411,4
Canada,2013,Malaria,5.4660714285714258,5
France,2020,Dengue,5.4075438596491257,1
France,2020,Rabies,5.2689010989010994,2
France,2020,Polio,5.2370297029702959,3
France,2020,Cancer,5.1588775510204083,4
France,2020,Cholera,5.0476923076923068,5
Germany,2014,Dengue,5.4847500000000009,1
Germany,2014,Diabetes,5.265686274509803,2
Germany,2014,Asthma,5.2038823529411768,3
Germany,2014,Hypertension,5.1114736842105266,4
Germany,2014,Cancer,5.0129166666666656,5
Italy,2017,Alzheimer's Disease,5.5067901234567893,1
Italy,2017,Influenza,5.4780198019801967,2
Italy,2017,COVID-19,5.3249999999999993,3
Italy,2017,Hepatitis,5.1317857142857122,4
Italy,2017,Dengue,5.1245833333333337,5
Russia,2019,Influenza,5.5116091954022979,1
Russia,2019,Cholera,5.4619148936170205,2
Russia,2019,Polio,5.3801075268817211,3
Russia,2019,Malaria,5.2761052631578966,4
Russia,2019,COVID-19,5.2635999999999985,5
South Korea,2002,Cholera,5.7819642857142863,1
South Korea,2002,HIV/AIDS,5.7281000000000013,2
South Korea,2002,Ebola,5.71418367346939,3
South Korea,2002,Tuberculosis,5.6392857142857133,4
South Korea,2002,Cancer,5.5413000000000006,5
Mexico,2008,Influenza,5.6198979591836755,1
Mexico,2008,Measles,5.5805376344086017,2
Mexico,2008,Malaria,5.565675675675676,3
Mexico,2008,Polio,5.40840336134454,4
Mexico,2008,Alzheimer's Disease,5.2065420560747659,5
Nigeria,2011,Parkinson's Disease,5.6125252525252538,1
Nigeria,2011,Hypertension,5.5032894736842124,2
Nigeria,2011,Diabetes,5.4243877551020425,3
Nigeria,2011,Zika,5.2976106194690269,4
Nigeria,2011,Polio,5.2966666666666642,5
Russia,2012,Influenza,5.5393457943925259,1
Russia,2012,Leprosy,5.4954166666666664,2
Russia,2012,Parkinson's Disease,5.37184466019418,3
Russia,2012,Cholera,5.3351612903225814,4
Russia,2012,Rabies,5.2404629629629653,5
Saudi Arabia,2019,Hypertension,5.5232323232323246,1
Saudi Arabia,2019,Dengue,5.325,2
Saudi Arabia,2019,Rabies,5.313673469387755,3
Saudi Arabia,2019,HIV/AIDS,5.2822857142857131,4
Saudi Arabia,2019,Polio,5.2720869565217434,5
Argentina,2020,Polio,5.6372222222222232,1
Argentina,2020,Cholera,5.519468085106384,2
Argentina,2020,Dengue,5.3338947368421055,3
Argentina,2020,Parkinson's Disease,5.2435164835164834,4
Argentina,2020,Tuberculosis,5.2076470588235289,5
South Korea,2009,Dengue,5.5508910891089132,1
South Korea,2009,COVID-19,5.3913829787234029,2
South Korea,2009,Diabetes,5.3633653846153857,3
South Korea,2009,Cholera,5.3564957264957282,4
South Korea,2009,Cancer,5.35,5
Canada,2012,Zika,5.6311711711711681,1
Canada,2012,Alzheimer's Disease,5.4571153846153848,2
Canada,2012,Hepatitis,5.384684684684685,3
Canada,2012,Hypertension,5.2395145631067939,4
Canada,2012,Parkinson's Disease,5.2316666666666674,5
Argentina,2015,Influenza,5.7698837209302294,1
Argentina,2015,Diabetes,5.4736633663366359,2
Argentina,2015,Rabies,5.4250505050505051,3
Argentina,2015,Polio,5.3101136363636368,4
Argentina,2015,Parkinson's Disease,5.2700000000000014,5
Nigeria,2019,Malaria,5.9254545454545431,1
Nigeria,2019,Hepatitis,5.4684374999999994,2
Nigeria,2019,Hypertension,5.34970873786408,3
Nigeria,2019,Measles,5.3278260869565246,4
Nigeria,2019,Influenza,5.2780434782608685,5
South Korea,2008,Alzheimer's Disease,5.6653932584269695,1
South Korea,2008,Zika,5.2269841269841262,2
South Korea,2008,Rabies,5.1552136752136777,3
South Korea,2008,Polio,5.1548780487804882,4
South Korea,2008,Tuberculosis,5.1508247422680409,5
South Africa,2010,Diabetes,5.3896000000000006,1
South Africa,2010,Ebola,5.3487378640776688,2
South Africa,2010,Zika,5.3323076923076913,3
South Africa,2010,Parkinson's Disease,5.3133870967741954,4
South Africa,2010,Tuberculosis,5.1746590909090919,5
Australia,2020,Diabetes,5.7268235294117646,1
Australia,2020,Cholera,5.43421052631579,2
Australia,2020,Polio,5.3342857142857145,3
Australia,2020,Hepatitis,5.302999999999999,4
Australia,2020,Influenza,5.2586538461538437,5
Indonesia,2004,Dengue,5.4029545454545485,1
Indonesia,2004,Polio,5.3407500000000026,2
Indonesia,2004,Cancer,5.3315740740740738,3
Indonesia,2004,Hepatitis,5.3216822429906561,4
Indonesia,2004,Hypertension,5.304615384615385,5
Nigeria,2023,Tuberculosis,5.45639175257732,1
Nigeria,2023,Hepatitis,5.4349494949494952,2
Nigeria,2023,Alzheimer's Disease,5.4205050505050529,3
Nigeria,2023,Diabetes,5.3841891891891889,4
Nigeria,2023,Parkinson's Disease,5.2658510638297873,5
Indonesia,2024,Asthma,5.4974418604651154,1
Indonesia,2024,Influenza,5.4858620689655142,2
Indonesia,2024,Alzheimer's Disease,5.3343689320388341,3
Indonesia,2024,Tuberculosis,5.3062637362637348,4
Indonesia,2024,Parkinson's Disease,5.2782795698924758,5
Australia,2004,Cancer,5.4563999999999986,1
Australia,2004,Dengue,5.4383695652173909,2
Australia,2004,Cholera,5.40304761904762,3
Australia,2004,Leprosy,5.3918627450980372,4
Australia,2004,Zika,5.38175925925926,5
Japan,2012,Polio,5.6598979591836738,1
Japan,2012,Zika,5.4125999999999985,2
Japan,2012,Hepatitis,5.3657999999999983,3
Japan,2012,Parkinson's Disease,5.331696428571429,4
Japan,2012,Cancer,5.2090425531914875,5
UK,2013,Influenza,5.8434693877551,1
UK,2013,Hepatitis,5.6976842105263161,2
UK,2013,Ebola,5.6386363636363637,3
UK,2013,Measles,5.3821839080459775,4
UK,2013,Cholera,5.3273584905660369,5
Germany,2020,Hepatitis,5.6420652173913011,1
Germany,2020,Hypertension,5.6396842105263172,2
Germany,2020,Rabies,5.5203157894736847,3
Germany,2020,Cholera,5.30595238095238,4
Germany,2020,Cancer,5.29395348837209,5
Canada,2022,Ebola,5.5795604395604377,1
Canada,2022,Measles,5.4714018691588793,2
Canada,2022,Malaria,5.3725531914893629,3
Canada,2022,Cholera,5.3648181818181824,4
Canada,2022,Rabies,5.3216666666666654,5
South Korea,2023,Parkinson's Disease,5.6012765957446824,1
South Korea,2023,Zika,5.5413333333333341,2
South Korea,2023,Leprosy,5.4146315789473656,3
South Korea,2023,Diabetes,5.4134821428571422,4
South Korea,2023,Polio,5.33123595505618,5
Turkey,2023,Cancer,5.7857894736842068,1
Turkey,2023,Hepatitis,5.4609345794392539,2
Turkey,2023,Malaria,5.3871698113207547,3
Turkey,2023,Measles,5.3102941176470591,4
Turkey,2023,Polio,5.2094949494949487,5
South Africa,2024,Dengue,5.5179166666666664,1
South Africa,2024,Leprosy,5.48105882352941,2
South Africa,2024,HIV/AIDS,5.3337623762376261,3
South Africa,2024,Hypertension,5.2771153846153851,4
South Africa,2024,COVID-19,5.1830612244897942,5
South Africa,2007,Measles,5.5496511627906955,1
South Africa,2007,Cancer,5.4332478632478605,2
South Africa,2007,Leprosy,5.3716483516483553,3
South Africa,2007,Parkinson's Disease,5.3659574468085109,4
South Africa,2007,Hepatitis,5.3438053097345142,5
Australia,2009,Parkinson's Disease,5.7506410256410261,1
Australia,2009,Rabies,5.5663636363636382,2
Australia,2009,HIV/AIDS,5.3547899159663874,3
Australia,2009,Cholera,5.2395000000000014,4
Australia,2009,Diabetes,5.23891304347826,5
Japan,2009,Dengue,5.6417821782178228,1
Japan,2009,Zika,5.46329411764706,2
Japan,2009,Cancer,5.40352272727273,3
Japan,2009,Influenza,5.3716666666666635,4
Japan,2009,Tuberculosis,5.2290833333333344,5
Nigeria,2013,Polio,5.4123423423423409,1
Nigeria,2013,COVID-19,5.3998425196850359,2
Nigeria,2013,Influenza,5.3731623931623922,3
Nigeria,2013,Alzheimer's Disease,5.351195652173911,4
Nigeria,2013,Tuberculosis,5.2666292134831467,5
South Korea,2024,Zika,5.4835227272727272,1
South Korea,2024,HIV/AIDS,5.482187500000002,2
South Korea,2024,Malaria,5.3634693877551,3
South Korea,2024,Measles,5.3550549450549472,4
South Korea,2024,COVID-19,5.3482857142857139,5
Saudi Arabia,2002,Malaria,5.6549999999999994,1
Saudi Arabia,2002,Asthma,5.5121428571428579,2
Saudi Arabia,2002,Hepatitis,5.4477659574468067,3
Saudi Arabia,2002,Cancer,5.2947058823529369,4
Saudi Arabia,2002,Hypertension,5.2562244897959207,5
Australia,2005,Tuberculosis,5.4697321428571408,1
Australia,2005,Alzheimer's Disease,5.3260439560439572,2
Australia,2005,Ebola,5.315384615384616,3
Australia,2005,Malaria,5.2937254901960795,4
Australia,2005,Diabetes,5.26450980392157,5
Indonesia,2010,Tuberculosis,5.9,1
Indonesia,2010,Polio,5.6669387755102036,2
Indonesia,2010,Asthma,5.449891304347827,3
Indonesia,2010,Dengue,5.42029702970297,4
Indonesia,2010,Cancer,5.4157777777777767,5
Germany,2015,Dengue,5.4776923076923056,1
Germany,2015,Diabetes,5.4417117117117124,2
Germany,2015,Hepatitis,5.378536585365854,3
Germany,2015,Cancer,5.3390476190476175,4
Germany,2015,Zika,5.329639639639641,5
Russia,2015,COVID-19,5.346195652173912,1
Russia,2015,Hepatitis,5.2991,2
Russia,2015,Leprosy,5.269462365591397,3
Russia,2015,Tuberculosis,5.2385576923076922,4
Russia,2015,Rabies,5.2110416666666657,5
South Korea,2016,Malaria,5.4974736842105285,1
South Korea,2016,Measles,5.3874336283185844,2
South Korea,2016,Influenza,5.369537037037035,3
South Korea,2016,Zika,5.3487288135593225,4
South Korea,2016,Polio,5.3485849056603776,5
Brazil,2017,Rabies,5.5653260869565226,1
